headword,pos,CEFR
ravage,noun,B2
raw,adjective,A2
ray,noun,A2
razor,noun,B1
're,be-verb,A1
reach,noun,B1
reach,verb,A2
react,verb,B1
reaction,noun,B2
read,verb,A1
reader,noun,A1
readily,adverb,B2
reading,noun,A1
ready,adjective,A1
real,adjective,A1
real,adverb,A1
real estate,noun,B2
realisation,noun,B2
realise,verb,A2
realistic,adjective,B1
reality,noun,B1
realization,noun,B2
realize,verb,A2
really,adverb,A1
rear,adjective,B2
rearrange,verb,B1
reason,noun,A1
reasonable,adjective,B1
reasonably,adverb,B2
rebel,noun,B2
rebel,verb,B2
rebellious,adjective,B2
rebuild,verb,B1
recall,verb,B1
receipt,noun,A2
receive,verb,A2
recent,adjective,A2
recently,adverb,A2
reception,noun,B1
receptionist,noun,A2
recession,noun,B2
recipe,noun,B2
recite,verb,B1
reckon,verb,B2
reclaim,verb,B1
recognise,verb,B1
recognition,noun,B2
recognize,verb,B1
recollect,verb,B2
recollection,noun,B2
recommend,verb,B1
recommendable,adjective,B2
recommendation,noun,B2
reconsider,verb,B2
record,noun,B1
record,verb,A2
recording,noun,B1
recover,verb,B1
recovery,noun,B1
recreation,noun,B2
recruit,verb,B2
rectangular,adjective,B2
recycle,verb,A2
recycled,adjective,B1
recycling,noun,B1
red,adjective,A1
red,noun,A2
redo,verb,B2
reduce,verb,B1
reduction,noun,B1
redundant,adjective,B2
reed,noun,B2
reef,noun,B1
refer,verb,A2
referee,noun,B1
reference,noun,B2
referent,adjective,B2
refinery,noun,B2
reflect,verb,A2
reflection,noun,B1
reflective,adjective,B2
reform,noun,B2
refrain,noun,B2
refresh,noun,B2
refreshments,noun,B1
refrigerator,noun,A2
refuge,noun,B2
refugee,noun,B2
refund,noun,B1
refusal,noun,B1
refuse,noun,B1
refuse,verb,B1
refute,verb,B2
regain,verb,B1
regard,noun,B2
regard,verb,B1
regarding,preposition,B1
regardless,adverb,B2
reggae,noun,B2
regime,noun,B2
region,noun,B1
regional,adjective,B1
register,noun,B1
register,verb,B1
registration,noun,B1
regret,noun,B2
regret,verb,A2
regrettably,adverb,B2
regular,adjective,A2
regularly,adverb,A2
regulate,verb,B2
regulation,noun,B1
rehearsal,noun,B2
reinforce,verb,B2
reinforcement,noun,B2
reject,verb,B1
rejection,noun,B2
rejoin,verb,B2
relate,verb,B1
related,adjective,B2
relation,noun,B1
relationship,noun,B1
relative,adjective,B1
relative,noun,B1
relatively,adverb,B1
relativity,noun,B2
relax,verb,A2
relaxation,noun,B2
relaxed,adjective,A2
relaxing,adjective,B1
relay,noun,B2
release,noun,A2
release,verb,B1
relevant,adjective,B2
reliable,adjective,B1
relic,noun,B2
relief,noun,B2
relieve,verb,B2
relieved,adjective,B2
religion,noun,B1
religious,adjective,B1
reluctant,adjective,B2
rely,verb,B1
remain,verb,A2
remainder,noun,B1
remaining,adjective,B2
remains,noun,B2
remark,noun,B2
remark,verb,B1
remarkable,adjective,B1
remarkably,adverb,B2
remedy,noun,B1
remember,verb,A1
remembrance,noun,B1
remind,verb,A2
reminder,noun,B2
remote,adjective,A2
remote control,noun,B1
remove,verb,B1
renew,verb,B1
rent,noun,A2
rent,verb,A2
rental,noun,B2
reorganise,verb,B2
reorganize,verb,B2
repaint,noun,B2
repair,noun,A2
repair,verb,A2
repay,verb,B1
repeat,verb,A1
repeatedly,adverb,B1
repertoire,noun,B2
repetition,noun,B2
replace,verb,A2
replacement,noun,B2
replica,noun,B2
reply,noun,A2
reply,verb,B1
report,noun,A2
report,verb,B1
reporter,noun,A1
represent,verb,A2
representative,noun,B1
repress,verb,B2
repression,noun,B2
reprint,noun,B2
reproduce,verb,B1
reprove,verb,B2
republic,noun,B1
reputation,noun,B1
request,noun,A2
request,verb,B1
require,verb,B1
requirement,noun,B1
rescue,noun,B1
rescue,verb,B1
research,noun,A2
research,verb,B2
researcher,noun,B1
resemble,verb,B1
reservation,noun,B1
reserve,noun,B1
reserve,verb,B1
residence,noun,B2
resident,adjective,B1
resident,noun,B2
residential,adjective,B1
resign,verb,B2
resignation,noun,B2
resist,verb,B1
resistance,noun,B2
resolution,noun,B2
resolve,verb,B1
resonant,adjective,B2
resort,noun,B1
resource,noun,B1
respect,noun,B1
respect,verb,B1
respectable,adjective,B1
respectably,adverb,B2
respected,adjective,B2
respiration,noun,B2
respiratory,adjective,B2
respond,verb,B1
response,noun,A2
responsibility,noun,B1
responsible,adjective,B1
rest,noun,B1
rest,verb,B1
restaurant,noun,A1
restore,verb,B1
restrict,verb,B1
restriction,noun,B2
result,noun,A1
result,verb,B1
resume,verb,B2
retail,noun,B1
retailer,noun,B2
retain,verb,B1
retard,verb,B2
retell,verb,B1
retina,noun,B2
retire,verb,A2
retired,adjective,A2
retirement,noun,B2
retreat,noun,B2
retreat,verb,B2
retrieve,verb,B2
retrospect,noun,B1
return,noun,A2
return,verb,A2
reunification,noun,B1
reunify,verb,B1
reunion,noun,A2
reveal,verb,A2
revelation,noun,B2
revenge,noun,B2
revenue,noun,B2
reverence,noun,B2
reverse,verb,B2
review,noun,A1
review,verb,B2
revise,verb,B1
revision,noun,B1
revival,noun,B2
revive,verb,B2
revolution,noun,B2
revolutionary,adjective,B2
revolutionise,verb,B2
revolutionize,verb,B2
revolve,verb,B2
reward,noun,B1
reward,verb,B2
rewrite,verb,B1
rhinoceros,noun,B2
rhyme,verb,B2
rhythm,noun,A2
rhythmic,adjective,B2
rib,noun,B2
ribbon,noun,A1
rice,noun,A1
rich,adjective,A1
rid,verb,B1
riddle,noun,B2
riddle,verb,B1
ride,noun,A1
ride,verb,A1
rider,noun,B2
ridge,noun,B2
ridiculous,adjective,B1
right,adjective,A1
right,adverb,A1
right,noun,A2
righteousness,noun,B2
right-hand,adjective,A2
rightly,adverb,B2
rim,noun,B2
ring,noun,A2
ring,verb,A1
rip,verb,B2
ripe,adjective,B1
rise,noun,B1
rise,verb,B1
risk,noun,B1
risk,verb,B2
risky,adjective,B2
rite,noun,B2
ritual,noun,B2
rival,noun,B2
river,noun,A1
road,noun,A2
roadside,noun,B1
roam,noun,B2
roar,verb,B2
roast,adjective,B2
roast,verb,A2
rob,verb,A2
robbery,noun,A2
robin,noun,A2
robot,noun,B1
rock,noun,A2
rock,verb,B2
rocket,noun,B2
rocky,adjective,B2
role,noun,A1
roll,noun,A2
roll,verb,B2
rolling,adjective,B1
romance,noun,A2
romantic,adjective,A2
roof,noun,A2
room,noun,A1
room,verb,B1
roommate,noun,B2
root,noun,A2
rope,noun,A2
rose,noun,A1
rosy,adjective,B2
rotten,adjective,B1
rough,adjective,B1
roughly,adverb,A2
round,adjective,B1
round,adverb,A2
round,noun,B1
round,preposition,B2
round,verb,B2
roundabout,noun,A2
route,noun,B2
routine,noun,B1
row,noun,A1
row,verb,B2
royal,adjective,A2
royalty,noun,B2
rub,verb,B2
rubber,noun,B1
rubbish,noun,B1
rubble,noun,B2
rude,adjective,A1
rudely,adverb,B1
rug,noun,B2
rugby,noun,A2
ruin,noun,B1
ruin,verb,A2
ruinous,adjective,B2
rule,noun,A1
rule,verb,B2
ruler,noun,A1
rumor,noun,A2
rumour,noun,A2
run,noun,A1
run,verb,A1
runaway,noun,B1
runner,noun,A2
running,noun,A2
runway,noun,B1
rural,adjective,B2
rush,noun,A2
rush,verb,B1
rush hour,noun,B2
rusty,adjective,B2
's,be-verb,A1
sack,verb,B2
sacred,adjective,B1
sad,adjective,A1
sadly,adverb,A2
sadness,noun,B1
safari,noun,B1
safe,adjective,A2
safeguard,noun,B1
safeguard,verb,B2
safely,adverb,B1
safety,noun,B1
sag,noun,B2
sage,noun,B2
sail,verb,B2
sailing,noun,A2
sailor,noun,A1
sake,noun,A2
salad,noun,A1
salary,noun,B2
sale,noun,A1
salesman,noun,B1
salesmanship,noun,B2
salesperson,noun,B2
saleswoman,noun,B2
salmon,noun,B1
salon,noun,B2
salsa,noun,B2
salt,noun,A2
salty,adjective,B2
same,adjective,A1
same,adverb,A1
same,pronoun,A1
sample,noun,A2
sand,noun,B1
sandal,noun,B1
sandstone,noun,B2
sandwich,noun,A1
sandy,adjective,A2
sanitary,adjective,B2
sanitation,noun,B2
satellite,noun,B1
satisfaction,noun,B1
satisfactory,adjective,B2
satisfied,adjective,B1
satisfy,verb,A2
Saturday,noun,A1
sauce,noun,A2
saucepan,noun,B1
saucer,noun,B1
sausage,noun,A2
save,verb,A1
saving,noun,B2
savings,noun,B2
saw,noun,A1
saw,verb,B2
say,noun,B2
say,verb,A1
scale,noun,A2
scan,noun,B1
scan,verb,B2
scandal,noun,B2
scar,noun,B2
scarcely,adverb,B2
scare,verb,B1
scared,adjective,B1
scarf,noun,A2
scarlet,noun,B2
scary,adjective,B1
scatter,verb,B1
scene,noun,A2
scenery,noun,A2
scenic,adjective,B1
scent,noun,B2
schedule,noun,A2
schedule,verb,B2
scheduled,adjective,B2
scheme,noun,B2
scholar,noun,B1
scholarship,noun,B1
scholasticism,noun,B2
school,noun,A1
schoolchild,noun,A2
schoolgirl,noun,B2
schoolmate,noun,B1
schoolteacher,noun,B1
schoolwork,noun,A2
science,noun,A1
science fiction,noun,B1
scientific,adjective,A2
scientifically,adverb,B2
scientist,noun,A1
scissors,noun,A2
scold,verb,B1
scooter,noun,B2
scope,noun,B1
score,noun,B1
score,verb,B1
scramble,verb,B2
scratch,noun,B1
scratch,verb,B2
scream,noun,A2
scream,verb,B1
screen,noun,A2
screen,verb,B2
screw,noun,A2
screw,verb,B2
scribble,noun,B2
script,noun,A2
scrooge,noun,B2
scuba,noun,B2
sculpture,noun,B1
scythe,noun,B2
sea,noun,A1
seafood,noun,A2
seal,noun,B2
search,noun,A2
search,verb,B1
seaside,noun,A2
season,noun,B1
seasonal,adjective,B2
seat,noun,A1
seawater,noun,B1
seaweed,noun,B1
second,adjective,A1
second,adverb,B1
second,noun,A2
second,pronoun,A2
second person,noun,B2
secondary,adjective,B2
secondary school,noun,B1
second-hand,adjective,B1
second-hand,adverb,B1
secondly,adverb,B2
secret,adjective,B1
secret,noun,A2
secretary,noun,A2
secretly,adverb,B1
section,noun,A1
sector,noun,B2
secure,adjective,B1
security,noun,B1
see,verb,A1
seed,noun,A2
seek,verb,A2
seem,verb,A2
seesaw,noun,B2
segment,noun,B2
seize,verb,B1
seldom,adverb,B2
select,adjective,B1
select,verb,B2
selection,noun,B1
self,noun,A1
self-confidence,noun,B2
self-confident,adjective,B2
selfish,adjective,B1
selfless,adjective,B2
self-service,adjective,B1
sell,verb,A1
seller,noun,B2
semester,noun,A2
semicolon,noun,B2
semi-final,noun,B2
seminar,noun,B2
senator,noun,B2
send,verb,A2
senior,adjective,A2
senior,noun,A2
sensation,noun,B1
sense,noun,A2
sense,verb,B2
sensible,adjective,B2
sensitive,adjective,B2
sentence,noun,A1
sentence,verb,B2
separate,adjective,A2
separate,verb,B2
separately,adverb,B2
separation,noun,B1
September,noun,A1
sequence,noun,B1
serene,adjective,B2
serial,adjective,B2
series,noun,B1
serious,adjective,B1
seriously,adverb,A2
servant,noun,B2
serve,verb,A2
server,noun,B1
service,noun,B1
service,verb,B1
session,noun,B1
set,noun,A2
set,verb,A1
setback,noun,B2
setting,noun,B1
settle,verb,B1
settlement,noun,B1
settler,noun,B1
seven,number,A1
seventeen,number,A1
seventy,number,A1
several,determiner,A2
several,pronoun,A2
severe,adjective,B1
severely,adverb,B1
sew,verb,A2
sex,noun,B1
sexism,noun,B2
sexual,adjective,B2
sexy,adjective,B2
shabby,adjective,B2
shade,noun,A2
shadow,noun,A2
shadow,verb,B1
shadowy,adjective,B1
shake,noun,A1
shake,verb,B1
shaken,adjective,B2
Shakespearean,adjective,B2
shaky,adjective,B2
shall,modal auxiliary,A2
shallow,adjective,B1
shame,noun,B1
shameful,adjective,B1
shampoo,noun,A2
shape,noun,A2
shape,verb,B1
share,noun,A2
share,verb,A1
sharp,adjective,B1
sharp,adverb,B2
sharply,adverb,B2
shatter,verb,B2
shave,verb,B1
she,pronoun,A1
shed,noun,B2
sheep,noun,A1
sheer,adjective,B1
sheet,noun,B1
shelf,noun,A1
shell,noun,A2
shell,verb,B2
shelter,noun,B1
sheriff,noun,B1
shield,noun,B2
shift,noun,B2
shift,verb,B1
shine,verb,A2
shiny,adjective,B1
ship,noun,A1
ship,verb,B1
shipping,noun,B2
shipwreck,noun,B2
shirt,noun,A1
shiver,verb,B1
shock,noun,A2
shock,verb,B2
shocked,adjective,B1
shocking,adjective,B1
shoe,noun,A1
shoot,verb,A2
shooting,noun,B2
shop,noun,A1
shop,verb,B1
shop assistant,noun,A2
shopkeeper,noun,B2
shoplift,verb,B2
shoplifter,noun,B2
shoplifting,noun,B2
shopper,noun,B1
shopping,noun,A1
shore,noun,A2
short,adjective,A1
short,adverb,A1
short,noun,A2
shortage,noun,B1
shortly,adverb,B1
shortness,noun,B2
shorts,noun,A2
short-term,adjective,B2
shot,noun,A2
should,modal auxiliary,A1
shoulder,noun,A1
shout,noun,A2
shout,verb,B1
show,noun,A2
show,verb,A1
showbiz,noun,B2
showcase,noun,B2
shower,noun,A1
shower,verb,B2
shrimp,noun,B1
shrink,noun,B2
shrink,verb,B2
shrug,verb,B2
shut,adjective,B1
shut,verb,A2
shy,adjective,A1
sick,adjective,A1
sickness,noun,B1
side,noun,A1
sidewalk,noun,B1
sigh,noun,B1
sigh,verb,B2
sight,noun,A1
sightseeing,noun,A2
sign,noun,A1
sign,verb,B1
signal,noun,B1
signature,noun,B1
significance,noun,B1
significant,adjective,A2
significantly,adverb,B2
signify,verb,B2
signpost,noun,B1
silence,noun,A2
silent,adjective,B1
silently,adverb,A2
silk,noun,B1
silly,adjective,A2
silver,adjective,A2
silver,noun,A2
silverware,noun,B2
similar,adjective,A2
similarity,noun,B1
similarly,adverb,B1
simple,adjective,A2
simplification,noun,B2
simplify,verb,B1
simply,adverb,A2
simultaneous,adjective,B2
simultaneously,adverb,B1
since,adverb,B2
since,conjunction,B1
since,preposition,A2
sincere,adjective,B2
sincerity,noun,B2
sing,verb,A1
singer,noun,A1
singing,noun,A2
single,adjective,A2
single,noun,B1
singular,adjective,A2
singular,noun,A2
sink,noun,A2
sink,verb,B1
sir,noun,A1
sister,noun,A1
sister-in-law,noun,B2
sit,verb,A1
site,noun,A1
sitting room,noun,A2
situation,noun,A2
six,number,A1
sixteen,number,A1
sixty,number,A1
size,noun,A1
skate,noun,A2
skate,verb,B1
skateboard,noun,B2
skateboarder,noun,B2
skateboarding,noun,A2
skating,noun,A2
skeleton,noun,B1
sketch,verb,B2
ski,noun,A2
ski,verb,B1
skiing,noun,A2
skilful,adjective,B2
skilfully,adverb,B2
skill,noun,A1
skilled,adjective,B2
skillful,adjective,B2
skillfully,adverb,B2
skim,verb,B2
skin,noun,B1
skip,verb,B2
skirt,noun,A1
sky,noun,A1
skylark,noun,B2
skyscraper,noun,B1
skyward,adverb,B2
skywards,adverb,B2
slam,verb,B2
slang,noun,B2
slap,noun,B2
slap,verb,B2
slash,noun,B2
slaughter,noun,B2
slave,noun,A2
slavery,noun,B1
sleep,noun,B1
sleep,verb,A1
sleepless,adjective,A2
sleepy,adjective,A2
sleeve,noun,B1
slice,noun,A2
slice,verb,B2
slide,noun,A2
slide,verb,B2
slight,adjective,B2
slight,noun,B1
slightly,adverb,B1
slim,adjective,A2
slip,noun,B1
slip,verb,B1
sliver,noun,B2
slogan,noun,B1
slope,noun,B1
sloppy,adjective,B2
slot,noun,B1
slow,adjective,A1
slow,adverb,B1
slow,verb,B1
slowly,adverb,A2
small,adjective,A1
smart,adjective,A1
smash,verb,B2
smell,noun,A1
smell,verb,B1
smile,noun,A1
smile,verb,B1
smith,noun,A1
smoke,noun,A1
smoke,verb,A2
smoker,noun,B1
smokestack,noun,B2
smoking,noun,A1
smooth,adjective,A2
smoothly,adverb,A2
snack,noun,A2
snake,noun,A1
snap,verb,B2
sneak,verb,B2
sneer,noun,B2
sneeze,noun,B1
sneeze,verb,B2
sniff,verb,B2
snore,noun,B2
snore,verb,B2
snow,noun,A1
snow,verb,A2
snowball,noun,B2
snowboard,noun,B1
snowboarding,noun,A2
snowstorm,noun,B1
snowy,adjective,A1
so,adverb,A2
so,conjunction,A1
soak,noun,B2
soak,verb,B2
soaked,adjective,B2
soaking,adjective,B2
soap,noun,A2
soap opera,noun,B1
soar,verb,B2
sob,verb,B2
so-called,adjective,B2
soccer,noun,A1
sociable,adjective,B2
social,adjective,A1
social networking,noun,B1
socialise,verb,B2
socialize,verb,B2
socially,adverb,B1
society,noun,A2
sock,noun,A2
soda,noun,A2
sofa,noun,A1
soft,adjective,A2
soft drink,noun,A2
softly,adverb,A2
softness,noun,B2
software,noun,A2
soil,noun,B2
soil,verb,B1
solar,adjective,B2
soldier,noun,A2
solid,adjective,B1
solidity,noun,B2
soliloquy,noun,B2
solo,adjective,B2
solo,adverb,B2
solo,noun,B2
solution,noun,A2
solve,verb,A1
solvent,noun,B2
some,determiner,A1
some,pronoun,A1
somebody,pronoun,A2
someday,adverb,A2
somehow,adverb,B1
someone,pronoun,A1
someplace,adverb,B1
something,pronoun,A1
sometime,adverb,B1
sometimes,adverb,B1
somewhat,adverb,B2
somewhere,adverb,A2
son,noun,A1
song,noun,A1
son-in-law,noun,B2
sonnet,noun,B2
soon,adverb,A1
soothe,verb,B1
sophisticated,adjective,B2
sophomore,noun,B1
sore,adjective,B1
sorrow,noun,B1
sorry,adjective,A1
sort,noun,B1
sort,verb,B2
soul,noun,B1
sound,adjective,B2
sound,noun,A2
sound,verb,A2
soundtrack,noun,B2
soup,noun,A1
sour,adjective,B1
source,noun,A2
south,adjective,A2
south,adverb,A2
south,noun,A2
southeast,adjective,B1
southeast,noun,B1
southern,adjective,B1
southward,adverb,B2
southwards,adverb,B2
southwest,adjective,B1
southwest,noun,B1
souvenir,noun,B1
Soviet,noun,B2
soybean,noun,B2
spa,noun,B2
space,noun,A2
spaceship,noun,A2
spaghetti,noun,A2
span,verb,B2
spare,adjective,B2
spare,verb,B2
sparerib,noun,B2
spark,noun,B2
sparkle,noun,B1
sparkling,adjective,B2
sparrow,noun,B2
speak,verb,A1
speaker,noun,A2
special,adjective,A1
specialise,verb,B1
specialist,noun,B1
specialize,verb,B1
specially,adverb,B1
specialty,noun,B2
species,noun,B2
specific,adjective,A2
specifically,adverb,B2
specify,verb,B2
spectacle,noun,B2
spectacular,adjective,B1
spectator,noun,B1
speech,noun,A1
speed,noun,A2
speed,verb,B1
speeder,noun,B2
spell,noun,A1
spell,verb,A2
spellbound,adjective,B2
spelling,noun,B1
spend,verb,A1
sphere,noun,B1
spice,noun,B1
spicy,adjective,B1
spider,noun,B1
spill,verb,A2
spin,verb,B2
spinach,noun,B1
spiral,adjective,B1
spirit,noun,B1
spiritual,adjective,B1
spite,noun,B2
splash,noun,B2
splash,verb,A2
splatter,noun,B2
split,adjective,A2
split,noun,B1
split,verb,B2
spoil,verb,B1
spokesman,noun,B2
spokeswoman,noun,B2
sponge,noun,B1
sponsor,noun,B1
sponsor,verb,B2
spoon,noun,A2
sport,noun,A1
sports,adjective,B1
sports center,noun,A2
sports centre,noun,A2
sportsmanship,noun,B1
spot,noun,A1
spot,verb,B2
spray,noun,B2
spray,verb,B2
spread,noun,A2
spread,verb,B2
spreadsheet,noun,B2
spring,noun,A1
sprint,noun,B2
spur,noun,B2
spy,noun,A1
squad,noun,B2
square,adjective,A2
square,noun,A2
squash,noun,B2
squash,verb,B2
squeeze,verb,B2
stab,verb,B2
stability,noun,B2
stable,adjective,B1
stack,noun,B2
stadium,noun,A2
staff,noun,A2
stage,noun,A1
stagger,noun,B2
stain,noun,B2
stain,verb,B2
stair,noun,A2
stake,noun,B2
stall,noun,B1
stammer,verb,B2
stamp,noun,A2
stamp,verb,B2
stand,noun,A1
stand,verb,A2
standard,adjective,B2
standard,noun,B1
standby,adjective,B2
standstill,noun,B2
stanza,noun,B2
star,noun,A1
star,verb,B1
stare,verb,B1
start,noun,A1
start,verb,A1
startle,verb,B2
starvation,noun,B2
starve,verb,B2
starving,adjective,B2
state,adjective,B2
state,noun,A2
state,verb,B2
statement,noun,A2
statesman,noun,B2
statewide,adverb,B2
station,noun,A1
statistics,noun,B2
statue,noun,A2
status,noun,B1
stay,noun,B1
stay,verb,A1
steadily,adverb,B1
steady,adjective,B1
steak,noun,A2
steal,verb,A2
steam,noun,B1
steel,noun,B1
steely,adjective,B2
steep,adjective,B1
steer,verb,B2
steering wheel,noun,B2
stem,verb,B1
step,noun,A2
step,verb,A1
stepfather,noun,B2
stepmother,noun,B2
stereotype,noun,B2
stern,adjective,B2
stew,noun,B2
stick,noun,B2
stick,verb,B1
sticker,noun,B1
sticky,adjective,B1
stiff,adjective,B2
still,adjective,A1
still,adverb,A2
stimulant,noun,B2
stimulate,verb,B2
stimulation,noun,B2
stingy,adjective,B2
stink,verb,B2
stir,verb,B1
stitch,noun,B2
stock,noun,B2
stock market,noun,B2
stockpile,noun,B2
stomach,noun,A2
stomachache,noun,A2
stone,noun,A1
stonework,noun,B2
stool,noun,B2
stop,noun,A1
stop,verb,A1
stopover,noun,B2
stopwatch,noun,B2
storage,noun,B1
store,noun,A1
store,verb,B2
storey,noun,A1
storm,noun,A2
stormy,adjective,B1
story,noun,A1
storyteller,noun,B1
stove,noun,A2
straight,adjective,A2
straight,adverb,A1
straighten,verb,B2
straightforward,adjective,B2
strain,noun,B1
strain,verb,B2
strait,noun,B2
strand,noun,B2
strange,adjective,A1
strangely,adverb,B1
stranger,noun,A2
strangle,verb,B2
strategic,adjective,B1
strategy,noun,A2
straw,noun,B1
strawberry,noun,B1
stream,noun,B1
stream,verb,B1
street,noun,A1
strength,noun,A2
strengthen,verb,B1
stress,noun,B1
stress,verb,B2
stressed,adjective,B1
stressful,adjective,B1
stretch,verb,B1
stricken,adjective,B1
strict,adjective,A1
strictly,adverb,B2
stride,verb,B2
strike,noun,A2
strike,verb,B1
striking,adjective,B2
string,noun,A2
strip,noun,B1
strip,verb,B2
stripe,noun,B1
strive,verb,B2
stroke,noun,B2
stroke,verb,B2
strong,adjective,A1
strongly,adverb,A2
structure,noun,A2
struggle,noun,B1
struggle,verb,B2
stubborn,adjective,B1
stubbornly,adverb,B2
stuck,adjective,B1
student,noun,A1
studio,noun,B1
study,noun,A2
study,verb,A1
stuff,noun,A2
stuff,verb,B2
stuffed,adjective,B1
stumble,verb,B1
stun,verb,B1
stunning,adjective,B1
stupid,adjective,B1
style,noun,A2
stylish,adjective,B1
stylist,noun,B2
subconscious,adjective,B1
subcontinent,noun,B2
subculture,noun,B2
subdivision,noun,B2
subject,noun,A1
subjunctive,noun,B2
submarine,noun,B1
submit,verb,B2
subplot,noun,B2
subside,verb,B2
substance,noun,B2
substantial,adjective,B1
substitute,noun,B1
substitute,verb,B2
subtitle,noun,B2
subtle,adjective,B2
subtract,verb,B2
suburb,noun,B2
subway,noun,A1
succeed,verb,A2
success,noun,A2
successful,adjective,A1
successfully,adverb,A2
successive,adjective,B2
such,determiner,A2
such,pronoun,A2
suck,verb,B2
sudden,adjective,A2
suddenly,adverb,B1
sue,verb,B2
suffer,verb,B1
suffering,noun,B2
sufficient,adjective,B1
sufficiently,adverb,B2
suffix,noun,B1
sugar,noun,A1
suggest,verb,A2
suggestion,noun,A1
suicide,noun,B1
suit,noun,A2
suit,verb,A2
suitable,adjective,A2
suitably,adverb,B2
suitcase,noun,A2
sulfur,noun,B2
sulphur,noun,B2
sum,noun,A1
summarise,verb,B1
summarize,verb,B1
summary,noun,A2
summer,noun,A1
summit,noun,B1
sun,noun,A1
sunbathe,verb,B1
sunbeam,noun,B2
Sunday,noun,A1
sundial,noun,B1
sunflower,noun,A2
sunglasses,noun,A2
sunlight,noun,A2
sunny,adjective,A1
sunrise,noun,B1
sunset,noun,B1
sunshine,noun,A1
super,adjective,A1
superb,adjective,B2
superintendent,noun,B2
superior,adjective,B1
superlative,noun,A2
supermarket,noun,A1
supernatural,adjective,B2
superstar,noun,A2
superstition,noun,B1
supervise,verb,B2
supervision,noun,B2
supervisor,noun,B2
supper,noun,A2
supplement,noun,B2
supplier,noun,B2
supply,noun,B1
supply,verb,B2
support,noun,A2
support,verb,B1
supporter,noun,B1
supportive,adjective,B1
suppose,verb,B1
supposedly,adverb,B1
suppress,verb,B2
sure,adjective,A1
sure,adverb,A2
surely,adverb,B1
surf,noun,A1
surf,verb,A2
surface,noun,B1
surfing,noun,A2
surge,noun,B2
surgeon,noun,B1
surgery,noun,B1
surname,noun,A2
surprise,noun,A1
surprise,verb,B1
surprised,adjective,A2
surprising,adjective,A2
surprisingly,adverb,B1
surrender,verb,B2
surround,verb,B1
surrounding,adjective,B1
surroundings,noun,B2
surveillance,noun,B2
survey,noun,A1
survival,noun,B1
survive,verb,A2
survivor,noun,B1
suspect,noun,B1
suspect,verb,B2
suspend,verb,B2
suspicion,noun,B1
suspicious,adjective,B2
suspiciously,adverb,B2
sustain,verb,B2
swallow,verb,A2
swan,noun,B2
swarm,noun,B1
swear,verb,B1
sweat,noun,B1
sweat,verb,A2
sweater,noun,A2
sweatshirt,noun,B1
sweep,verb,B2
sweet,adjective,A1
sweet,noun,A2
sweetheart,noun,A2
swell,verb,B1
swift,adjective,B2
swim,noun,A1
swim,verb,A1
swimmer,noun,B1
swimming,noun,A1
swimming costume,noun,A2
swimming pool,noun,A1
swimsuit,noun,A2
swing,noun,B2
swing,verb,B2
switch,noun,B1
switch,verb,B1
swollen,adjective,B1
sword,noun,B1
syllable,noun,B2
symbol,noun,A2
symbolic,adjective,B2
sympathetic,adjective,B2
sympathise,verb,B2
sympathize,verb,B2
sympathy,noun,B1
symphony,noun,A2
symptom,noun,B1
syndrome,noun,B1
synonym,noun,B2
system,noun,A2
systematic,adjective,B1
table,noun,A1
table tennis,noun,A2
tablecloth,noun,B2
tablespoon,noun,A2
tablet,noun,B1
tabloid,adjective,B2
tabloid,noun,B2
tack,verb,B2
tackle,verb,B2
tactile,adjective,B2
tag,noun,B2
tail,noun,B2
take,noun,B1
take,verb,A1
takeaway,noun,B1
takeoff,noun,B1
take-off,noun,B1
tale,noun,B1
talent,noun,A2
talented,adjective,B1
talk,noun,B1
talk,verb,A1
talkative,adjective,B1
tall,adjective,A1
tame,adjective,B2
tan,noun,B2
tank,noun,B1
tanned,adjective,B2
tap,noun,A2
tap,verb,B2
tape,noun,A2
tape,verb,B1
target,noun,A2
task,noun,A2
taste,noun,B1
taste,verb,B1
tasteless,adjective,B1
tasty,adjective,B1
tatter,noun,B2
tattoo,noun,B2
taunt,noun,B2
tax,noun,B1
taxi,noun,A1
tea,noun,A1
teach,verb,A1
teacher,noun,A1
teaching,noun,B1
team,noun,A1
teammate,noun,B1
teamwork,noun,B1
tear,noun,A2
tear,verb,B1
tease,noun,B1
tease,verb,B2
teaspoon,noun,B2
technical,adjective,B2
technically,adverb,B2
technique,noun,B1
technological,adjective,B1
technology,noun,A1
teen,noun,B1
teenage,adjective,A2
teenager,noun,A2
tee-shirt,noun,A1
telecommunications,noun,B1
telegram,noun,B1
telephone,noun,A1
telephone,verb,A2
telescope,noun,B2
television,noun,A1
tell,verb,A1
teller,noun,B1
temper,noun,B1
temperate,adjective,B2
temperature,noun,A2
temple,noun,A1
temporarily,adverb,B2
temporary,adjective,B1
tempt,verb,B1
temptation,noun,B2
ten,number,A1
tend,verb,B1
tendency,noun,B1
tender,adjective,B2
tenderly,adverb,B2
tenderness,noun,B2
tennis,noun,A1
tense,adjective,B1
tense,noun,B1
tension,noun,B1
tent,noun,B1
term,noun,B1
terminal,noun,B1
terrace,noun,B2
terrible,adjective,A1
terribly,adverb,B1
terrific,adjective,B1
terrified,adjective,B1
terrify,verb,A2
terrifying,adjective,B2
territory,noun,B2
terror,noun,B1
terrorism,noun,B1
terrorist,adjective,A2
